,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
395,Central Business District,47.609447818181884,-122.33666606060602,Market Grill,47.60889700598648,-122.34101077483135,Seafood Restaurant
396,Central Business District,47.609447818181884,-122.33666606060602,Sushi Kashiba,47.6098148,-122.3412815,Sushi Restaurant
397,Central Business District,47.609447818181884,-122.33666606060602,Rachel's Ginger Beer,47.609648331726504,-122.34142532549396,Cocktail Bar
398,Central Business District,47.609447818181884,-122.33666606060602,Pike Brewing Company,47.60816081867329,-122.33992259209742,Brewery
399,Central Business District,47.609447818181884,-122.33666606060602,John Fluevog Shoes,47.610530804960604,-122.3393719719621,Shoe Store
400,Central Business District,47.609447818181884,-122.33666606060602,Thompson Seattle,47.6103545,-122.3412645,Hotel
401,Central Business District,47.609447818181884,-122.33666606060602,Golden Age Collectables,47.60852703704926,-122.3411420279404,Hobby Shop
402,Central Business District,47.609447818181884,-122.33666606060602,JarrBar,47.608291649883355,-122.3410413650964,Spanish Restaurant
403,Central Business District,47.609447818181884,-122.33666606060602,H-Mart,47.610232,-122.340227,Grocery Store
404,Central Business District,47.609447818181884,-122.33666606060602,World Spice Merchants,47.608622,-122.34155,Herbs & Spices Store
405,Central Business District,47.609447818181884,-122.33666606060602,Daily Dozen Doughnut Co,47.60878414196554,-122.34032315326641,Donut Shop
406,Central Business District,47.609447818181884,-122.33666606060602,Cafe Campagne,47.60965387058825,-122.34148136820502,French Restaurant
407,Central Business District,47.609447818181884,-122.33666606060602,Urban Yoga Spa,47.6125202562606,-122.33867036193942,Yoga Studio
408,Central Business District,47.609447818181884,-122.33666606060602,Beecher's Handmade Cheese,47.60956997146841,-122.34185099601746,Cheese Shop
409,Central Business District,47.609447818181884,-122.33666606060602,Din Tai Fung Dumpling House,47.61267083634607,-122.33507292554181,Dumpling Restaurant
410,Central Business District,47.609447818181884,-122.33666606060602,Conversation,47.61087915638172,-122.34109997749327,New American Restaurant
411,Central Business District,47.609447818181884,-122.33666606060602,Three Girls Bakery,47.60906474579556,-122.34091319298555,Bakery
412,Central Business District,47.609447818181884,-122.33666606060602,Starbucks,47.60701198575735,-122.33571604899629,Coffee Shop
413,Central Business District,47.609447818181884,-122.33666606060602,Inn at the Market,47.60983041806716,-122.34134877538392,Hotel
414,Central Business District,47.609447818181884,-122.33666606060602,Von's Gustobistro,47.60677627400141,-122.3382968092269,American Restaurant
415,Central Business District,47.609447818181884,-122.33666606060602,Starbucks,47.60905,-122.339905,Coffee Shop
416,Central Business District,47.609447818181884,-122.33666606060602,Oliver's Lounge,47.612188346902705,-122.33809335158998,Cocktail Bar
417,Central Business District,47.609447818181884,-122.33666606060602,Kavu,47.606405541134535,-122.33719511899473,Outdoor Supply Store
418,Central Business District,47.609447818181884,-122.33666606060602,Zig Zag Cafe,47.60822242994221,-122.34167970238715,Cocktail Bar
419,Central Business District,47.609447818181884,-122.33666606060602,Biscuit Bitch,47.61057353770625,-122.3415916570329,Breakfast Spot
420,Central Business District,47.609447818181884,-122.33666606060602,The Cheesecake Factory,47.61162471567919,-122.33323382264989,American Restaurant
421,Central Business District,47.609447818181884,-122.33666606060602,Nike Seattle,47.61136,-122.3344852,Sporting Goods Shop
422,Central Business District,47.609447818181884,-122.33666606060602,SPiN Seattle,47.61174701348555,-122.33520200181772,Sports Bar
423,Central Business District,47.609447818181884,-122.33666606060602,Mee Sum Pastry,47.60923329084546,-122.34140681922237,Asian Restaurant
424,Central Business District,47.609447818181884,-122.33666606060602,W Seattle,47.6074737,-122.3336815,Hotel
425,Central Business District,47.609447818181884,-122.33666606060602,The Harbor Steps,47.606852466411496,-122.3387632132612,Park
426,Central Business District,47.609447818181884,-122.33666606060602,Lowell's Restaurant,47.6089372,-122.341346,Seafood Restaurant
427,Central Business District,47.609447818181884,-122.33666606060602,Starbucks,47.612236,-122.33378,Coffee Shop
428,Central Business District,47.609447818181884,-122.33666606060602,The Taproom at Pike Place,47.60968074140341,-122.34074624765903,Bar
429,Central Business District,47.609447818181884,-122.33666606060602,Athenian,47.608709751745224,-122.34131576022891,Seafood Restaurant
430,Central Business District,47.609447818181884,-122.33666606060602,Le Panier,47.6097907988089,-122.34225747070934,Bakery
431,Central Business District,47.609447818181884,-122.33666606060602,Piroshky Piroshky,47.60986350454703,-122.34244033809314,Bakery
432,Central Business District,47.609447818181884,-122.33666606060602,The Pink Door,47.61021902010718,-122.34257535965538,Italian Restaurant
433,Central Business District,47.609447818181884,-122.33666606060602,Pegasus Coffee,47.60755521415362,-122.33584527606352,Coffee Shop
434,Central Business District,47.609447818181884,-122.33666606060602,Grand Hyatt Seattle,47.6125833544755,-122.33361801773215,Hotel
435,Central Business District,47.609447818181884,-122.33666606060602,Michou,47.60984075878839,-122.34240534518894,Deli / Bodega
436,Central Business District,47.609447818181884,-122.33666606060602,Saks Off 5th,47.61214046967395,-122.33712780573744,Clothing Store
437,Central Business District,47.609447818181884,-122.33666606060602,Moore Coffee,47.61143617810279,-122.34159710825895,Café
438,Central Business District,47.609447818181884,-122.33666606060602,Heartwood Provisions,47.605463,-122.337181,New American Restaurant
439,Central Business District,47.609447818181884,-122.33666606060602,Serious Pie,47.61291872720561,-122.34032433088723,Pizza Place
440,Central Business District,47.609447818181884,-122.33666606060602,Anchorhead Coffee Co,47.613449955481144,-122.33470204788469,Coffee Shop
441,Central Business District,47.609447818181884,-122.33666606060602,Seattle Waterfront,47.60639398655344,-122.34112966639444,Waterfront
442,Central Business District,47.609447818181884,-122.33666606060602,Columbia Sportswear,47.6109422810091,-122.33902735728529,Clothing Store
443,Central Business District,47.609447818181884,-122.33666606060602,Kimpton Hotel Vintage Seattle,47.607657,-122.332345,Hotel
444,Central Business District,47.609447818181884,-122.33666606060602,Le Pichet,47.61101634801066,-122.3423881799046,French Restaurant
445,Central Business District,47.609447818181884,-122.33666606060602,Westlake Hub — Seattle Streetcar,47.613006845038626,-122.33749175313157,Tram Station
446,Central Business District,47.609447818181884,-122.33666606060602,Kimpton Palladian,47.61205088525208,-122.34169274568558,Hotel
447,Central Business District,47.609447818181884,-122.33666606060602,The Nest,47.610646274794675,-122.34136738420561,Speakeasy
448,Central Business District,47.609447818181884,-122.33666606060602,Lola,47.61324705326247,-122.33987398420676,Breakfast Spot
449,Central Business District,47.609447818181884,-122.33666606060602,Old Stove Brewing Co - Marketfront,47.60959089704579,-122.3430407275913,Brewery
450,Central Business District,47.609447818181884,-122.33666606060602,The MarketFront,47.60941981344035,-122.3429980383577,Plaza
451,Central Business District,47.609447818181884,-122.33666606060602,"Loews Hotel 1000, Seattle",47.60516393,-122.33612951,Hotel
452,Central Business District,47.609447818181884,-122.33666606060602,Suite 410,47.612612491372694,-122.33844101958236,Cocktail Bar
453,Central Business District,47.609447818181884,-122.33666606060602,Waterfront Park,47.6069291389153,-122.34174462950551,Park
454,Central Business District,47.609447818181884,-122.33666606060602,Steepologie,47.61238129751535,-122.33886776045078,Tea Room
455,Central Business District,47.609447818181884,-122.33666606060602,Sheraton Seattle Hotel,47.6106897,-122.332891,Hotel
456,Central Business District,47.609447818181884,-122.33666606060602,Hotel Andra,47.61322489311181,-122.34003668034451,Hotel
457,Central Business District,47.609447818181884,-122.33666606060602,Hyatt At Olive 8,47.613488411853346,-122.33375453302976,Hotel
458,Central Business District,47.609447818181884,-122.33666606060602,Starbucks,47.609988295775516,-122.34262556938519,Coffee Shop
459,Central Business District,47.609447818181884,-122.33666606060602,Bavarian Meat Delicatessen,47.61016292405792,-122.3429097500047,Deli / Bodega
460,Columbia City,47.55965661538461,-122.28619184615377,Columbia City Bakery,47.558261301030136,-122.28535667425732,Bakery
461,Columbia City,47.55965661538461,-122.28619184615377,Geraldine's Counter,47.557933909603804,-122.28494587146723,Diner
462,Columbia City,47.55965661538461,-122.28619184615377,La Medusa,47.55848590327292,-122.28546572409248,Italian Restaurant
463,Columbia City,47.55965661538461,-122.28619184615377,Island Soul Caribbean Bar and Cuisine,47.55813901839223,-122.28529369550688,Caribbean Restaurant
464,Columbia City,47.55965661538461,-122.28619184615377,Ark Lodge Cinema,47.559091251050226,-122.28540778167664,Indie Movie Theater
465,Columbia City,47.55965661538461,-122.28619184615377,Empire Espresso,47.55853482808951,-122.2842837618607,Coffee Shop
466,Columbia City,47.55965661538461,-122.28619184615377,Tutta Bella Neapolitan Pizzeria,47.557151903347275,-122.28460972897362,Pizza Place
467,Columbia City,47.55965661538461,-122.28619184615377,Molly Moon's Homemade Ice Cream,47.55882815470639,-122.28560363004792,Ice Cream Shop
468,Columbia City,47.55965661538461,-122.28619184615377,Columbia City Ale House,47.557431502191776,-122.2846250569044,Pub
469,Columbia City,47.55965661538461,-122.28619184615377,La Teranga,47.557672242194045,-122.28507419561534,African Restaurant
470,Columbia City,47.55965661538461,-122.28619184615377,Super Six,47.55713696687943,-122.28551648947287,Gastropub
471,Columbia City,47.55965661538461,-122.28619184615377,Columbia City Theater,47.55727496355387,-122.28448235376217,Music Venue
472,Columbia City,47.55965661538461,-122.28619184615377,El Sombrero,47.55809892962339,-122.28503113156448,Mexican Restaurant
473,Columbia City,47.55965661538461,-122.28619184615377,All The Best Pet Care,47.55940149382838,-122.2862287362029,Pet Store
474,Columbia City,47.55965661538461,-122.28619184615377,Rookies Sports Bar & Grill,47.55782898132812,-122.28428554993344,American Restaurant
475,Columbia City,47.55965661538461,-122.28619184615377,Lottie's Lounge,47.55776203283563,-122.28492878612765,Bar
476,Columbia City,47.55965661538461,-122.28619184615377,The Royal Room,47.55691067344526,-122.2843054916076,Lounge
477,Columbia City,47.55965661538461,-122.28619184615377,Seattle Gymnastics Academy Columbia City,47.556101862408234,-122.28549624917213,Gymnastics Gym
478,Columbia City,47.55965661538461,-122.28619184615377,Flying Lion Brewing,47.55607737024073,-122.28431863767786,Brewery
479,Columbia City,47.55965661538461,-122.28619184615377,Columbia Park,47.559803899363644,-122.28750944137573,Park
480,Columbia City,47.55965661538461,-122.28619184615377,Ezell's Famous Chicken,47.563093007504875,-122.2876303509063,Fried Chicken Joint
481,Columbia City,47.55965661538461,-122.28619184615377,Pagliacci,47.55776528321408,-122.28519040503167,Pizza Place
482,Columbia City,47.55965661538461,-122.28619184615377,Full Tilt Ice Cream,47.55606162485968,-122.28425979587568,Ice Cream Shop
483,Columbia City,47.55965661538461,-122.28619184615377,Columbia City Farmers Market,47.55873816056151,-122.28761411099917,Farmers Market
484,Columbia City,47.55965661538461,-122.28619184615377,Billiard Hoang,47.557272195929045,-122.29048003196088,Vietnamese Restaurant
485,Columbia City,47.55965661538461,-122.28619184615377,Kezira Cafe and Restaurant,47.556114,-122.28323300000001,Ethiopian Restaurant
486,Columbia City,47.55965661538461,-122.28619184615377,Backyard,47.558024702336155,-122.2841557495872,Sports Bar
487,Columbia City,47.55965661538461,-122.28619184615377,Hummingbird Saloon,47.55606238855604,-122.28407250770172,Bar
488,Columbia City,47.55965661538461,-122.28619184615377,Starbucks,47.558765,-122.28526,Coffee Shop
489,Columbia City,47.55965661538461,-122.28619184615377,Safari Restaurant,47.556062453830855,-122.28436653681008,African Restaurant
490,Columbia City,47.55965661538461,-122.28619184615377,Wabi-Sabi Sushi Bar and Restaurant,47.557621679546735,-122.28501748132184,Sushi Restaurant
491,Columbia City,47.55965661538461,-122.28619184615377,Domino's Pizza,47.5630935,-122.2876793,Pizza Place
492,Columbia City,47.55965661538461,-122.28619184615377,Subway,47.55870935931556,-122.28549060817737,Sandwich Place
493,Columbia City,47.55965661538461,-122.28619184615377,Redbox,47.563615999999996,-122.287353,Video Store
494,Columbia City,47.55965661538461,-122.28619184615377,Jus Bar,47.55763825070477,-122.28485167187065,Juice Bar
495,Columbia City,47.55965661538461,-122.28619184615377,Pho Bo,47.55964703506603,-122.28580964839053,Vietnamese Restaurant
496,Columbia City,47.55965661538461,-122.28619184615377,The Spice Room,47.557527054223364,-122.2851186258251,Thai Restaurant
497,Columbia City,47.55965661538461,-122.28619184615377,Shell,47.563965307161986,-122.2864621509429,Gas Station
498,Columbia City,47.55965661538461,-122.28619184615377,Adam Tailoring & Alterations,47.562256,-122.28810800000001,Tailor Shop
499,Columbia City,47.55965661538461,-122.28619184615377,Tagla Ethiopian Cafe,47.56357280565526,-122.28819298918572,Ethiopian Restaurant
500,Crown Hill,47.696723750000004,-122.37151375,Dick's Drive-In,47.69650043366759,-122.37174788240405,Burger Joint
501,Crown Hill,47.696723750000004,-122.37151375,Baja Tacos & Beer,47.696827,-122.37241499999999,Taco Place
502,Crown Hill,47.696723750000004,-122.37151375,The Thirsty Fish,47.69521376887744,-122.37527285292575,Sports Bar
503,Crown Hill,47.696723750000004,-122.37151375,Papa John's Pizza,47.694423,-122.375077,Pizza Place
504,Crown Hill,47.696723750000004,-122.37151375,Petco,47.693802230348986,-122.37589311010498,Pet Store
505,Crown Hill,47.696723750000004,-122.37151375,SUBWAY,47.69412762198758,-122.37634694154724,Sandwich Place
506,Crown Hill,47.696723750000004,-122.37151375,Burrito Loco,47.69685924053192,-122.3721170425415,Mexican Restaurant
507,Crown Hill,47.696723750000004,-122.37151375,Holy Grounds Coffee House,47.69445984810628,-122.3749041734281,Coffee Shop
508,Crown Hill,47.696723750000004,-122.37151375,ARC School of Ballet,47.697426,-122.37404369,Dance Studio
509,Crown Hill,47.696723750000004,-122.37151375,McDonald's,47.69506999628123,-122.37448290805332,Fast Food Restaurant
510,Dunlap,47.525979696969706,-122.27193363636366,Rainier Beach Pool,47.52448386680528,-122.27050032229204,Pool
511,Dunlap,47.525979696969706,-122.27193363636366,Dollar Tree,47.52332,-122.26999,Discount Store
512,Dunlap,47.525979696969706,-122.27193363636366,Planet Fitness - Temporarily Closed,47.52271860081749,-122.26816554814735,Gym / Fitness Center
513,Dunlap,47.525979696969706,-122.27193363636366,Rainier Beach Playfield,47.52554407532034,-122.2730353202847,Baseball Field
514,Dunlap,47.525979696969706,-122.27193363636366,South Shore Tennis Courts,47.522970695319785,-122.27411436825948,Tennis Court
515,Dunlap,47.525979696969706,-122.27193363636366,Rite Aid,47.52263,-122.269319,Pharmacy
516,Dunlap,47.525979696969706,-122.27193363636366,Altaye Ethiopian Cuisine,47.529367440314395,-122.27013489069601,Ethiopian Restaurant
517,Dunlap,47.525979696969706,-122.27193363636366,Hair Art Beauty Supply,47.522850556434534,-122.26900397903486,Salon / Barbershop
518,Dunlap,47.525979696969706,-122.27193363636366,Ethio Emperor Bar & Restaurant,47.523518,-122.27621,Ethiopian Restaurant
519,Dunlap,47.525979696969706,-122.27193363636366,Saar's Rainier Beach Market Place,47.522925825043636,-122.26811302541442,Grocery Store
520,Dunlap,47.525979696969706,-122.27193363636366,Sunset Cafe And Deli,47.52988168858835,-122.27016136278174,African Restaurant
521,Dunlap,47.525979696969706,-122.27193363636366,Rose Cafe,47.52979801003561,-122.26947677540564,Coffee Shop
522,Dunlap,47.525979696969706,-122.27193363636366,Kaffa Coffee & Wine Bar,47.52984,-122.269504,Ethiopian Restaurant
523,Dunlap,47.525979696969706,-122.27193363636366,Sub Shop #7,47.52198333402693,-122.2697373072393,Sandwich Place
524,East Queen Anne,47.635379903846164,-122.3485915384615,Trolley Hill Park,47.63512158988159,-122.34712777424753,Park
525,East Queen Anne,47.635379903846164,-122.3485915384615,Little Howe Park,47.6363636605807,-122.35411133495343,Playground
526,Eastlake,47.64091168831169,-122.32531779220781,Mammoth,47.64220906730317,-122.32603027181642,Sandwich Place
527,Eastlake,47.64091168831169,-122.32531779220781,Voxx Coffee,47.6396745628522,-122.32595909753105,Coffee Shop
528,Eastlake,47.64091168831169,-122.32531779220781,Serafina,47.638110272572256,-122.32599432562361,Italian Restaurant
529,Eastlake,47.64091168831169,-122.32531779220781,Pete's Supermarket & Wine Shop,47.63984148993716,-122.3290809348918,Grocery Store
530,Eastlake,47.64091168831169,-122.32531779220781,Cicchetti,47.63809505791794,-122.326392276065,Italian Restaurant
531,Eastlake,47.64091168831169,-122.32531779220781,Otter Bar & Burger,47.64193579703551,-122.32601760480871,Burger Joint
532,Eastlake,47.64091168831169,-122.32531779220781,Terry's 14 Carrot Cafe,47.63992311069715,-122.32602577814956,Sandwich Place
533,Eastlake,47.64091168831169,-122.32531779220781,Armistice Coffee Roasters,47.63833414423538,-122.32600422798004,Coffee Shop
534,Eastlake,47.64091168831169,-122.32531779220781,Rogers Playground,47.64258510070266,-122.3249479548378,Playground
535,Eastlake,47.64091168831169,-122.32531779220781,Pagliacci Pizza,47.64148600711818,-122.31994059302973,Pizza Place
536,Eastlake,47.64091168831169,-122.32531779220781,Roanoke Park Place Tavern,47.641737756028654,-122.32034554074565,Bar
537,Eastlake,47.64091168831169,-122.32531779220781,Starbucks,47.641053135164974,-122.32564836703435,Coffee Shop
538,Eastlake,47.64091168831169,-122.32531779220781,Abay Ethiopian Restaurant,47.6412303103596,-122.32004471535441,Ethiopian Restaurant
539,Eastlake,47.64091168831169,-122.32531779220781,Lynn Street Mini Park,47.63976515530511,-122.32966511782674,Park
540,Eastlake,47.64091168831169,-122.32531779220781,D' La Santa,47.641318764438616,-122.32017075910271,Steakhouse
541,Eastlake,47.64091168831169,-122.32531779220781,I-5 Viewpoint,47.64311768134116,-122.32203062984739,Scenic Lookout
542,Eastlake,47.64091168831169,-122.32531779220781,Roanoke Park,47.64323798759986,-122.32045245036281,Playground
543,Eastlake,47.64091168831169,-122.32531779220781,Pazzo's on Eastlake,47.640010472822695,-122.32595702960742,Pizza Place
544,Eastlake,47.64091168831169,-122.32531779220781,Pomodoro Restaurant,47.64168195019798,-122.32587890800667,Italian Restaurant
545,Eastlake,47.64091168831169,-122.32531779220781,Pecado Bueno,47.641152320787086,-122.32576924101521,Mexican Restaurant
546,Eastlake,47.64091168831169,-122.32531779220781,SUBWAY,47.63949436064515,-122.3254724871025,Sandwich Place
547,Eastlake,47.64091168831169,-122.32531779220781,Eastlake Market,47.63957633787293,-122.32578486252449,Sandwich Place
548,Eastlake,47.64091168831169,-122.32531779220781,Mort's Cabin,47.639540999999994,-122.32625900000001,Furniture / Home Store
549,Eastlake,47.64091168831169,-122.32531779220781,Bursett Optometry,47.6399494,-122.3255911,Optical Shop
550,Eastlake,47.64091168831169,-122.32531779220781,Patrick's Fly Shop,47.63937749999999,-122.3263017,General Travel
551,Eastlake,47.64091168831169,-122.32531779220781,Metro Bus Stop (Eastlake & Bostom),47.638,-122.32579814,Bus Stop
552,Eastlake,47.64091168831169,-122.32531779220781,Dox Houseboat Community,47.6392835254793,-122.32990341109124,Harbor / Marina
553,Eastlake,47.64091168831169,-122.32531779220781,The Vital Energy Center,47.638272,-122.320374,Spa
554,Fairmount Park,47.556783958333334,-122.38027479166668,Sound & Fog,47.56007084898744,-122.3829336977416,Coffee Shop
555,Fairmount Park,47.556783958333334,-122.38027479166668,Chaco Canyon Organic Cafe,47.561253499066325,-122.38013823119175,Vegetarian / Vegan Restaurant
556,Fairmount Park,47.556783958333334,-122.38027479166668,Camp Long,47.55528331950861,-122.37515613419178,Campground
557,Fairmount Park,47.556783958333334,-122.38027479166668,MOD Pizza,47.560280077778465,-122.38157608786062,Pizza Place
558,Fairmount Park,47.556783958333334,-122.38027479166668,Orangetheory Fitness,47.56002653708125,-122.38161704518497,Gym / Fitness Center
559,Fairmount Park,47.556783958333334,-122.38027479166668,Fairmount Playground,47.554759635860066,-122.38052686640782,Park
560,Fairmount Park,47.556783958333334,-122.38027479166668,Fairmount Park - Soccer Fields,47.55446614426995,-122.38094067326055,Soccer Field
561,Fauntleroy,47.52190586206896,-122.3859279310345,Fauntleroy Park,47.521246601839294,-122.38505619185398,Park
562,Fauntleroy,47.52190586206896,-122.3859279310345,Wildwood Market And Eatery,47.520878767210235,-122.39018932680344,Market
563,Fauntleroy,47.52190586206896,-122.3859279310345,The Original Bakery,47.52062723110585,-122.39036317171447,Bakery
564,Fauntleroy,47.52190586206896,-122.3859279310345,Endolyne Joe's,47.5205535797457,-122.39052930519999,American Restaurant
565,Fauntleroy,47.52190586206896,-122.3859279310345,Kilbourne Park,47.52150459872009,-122.38921880722046,Park
566,First Hill,47.610985841121476,-122.32776289719628,George's Sausage & Delicatessen,47.60852706623307,-122.32701413275929,Sandwich Place
567,First Hill,47.610985841121476,-122.32776289719628,The Hideout,47.60951227498591,-122.3254652798913,Speakeasy
568,First Hill,47.610985841121476,-122.32776289719628,Rumba,47.61370108113091,-122.32850403917094,Caribbean Restaurant
569,First Hill,47.610985841121476,-122.32776289719628,Foreign National,47.61407952209152,-122.32727907333533,Bar
570,First Hill,47.610985841121476,-122.32776289719628,Town Hall Seattle,47.60911799661179,-122.33005682964742,Performing Arts Venue
571,First Hill,47.610985841121476,-122.32776289719628,Stateside,47.61407538832333,-122.32735375196782,Vietnamese Restaurant
572,First Hill,47.610985841121476,-122.32776289719628,Paramount Theatre,47.61317125127854,-122.3312675142162,Performing Arts Venue
573,First Hill,47.610985841121476,-122.32776289719628,The Juicy Café,47.61083040240162,-122.33171314066438,Juice Bar
574,First Hill,47.610985841121476,-122.32776289719628,Victrola Cafe and Roastery,47.61420334217318,-122.32727730632294,Coffee Shop
575,First Hill,47.610985841121476,-122.32776289719628,Primo,47.60892189569463,-122.32937014438778,Italian Restaurant
576,First Hill,47.610985841121476,-122.32776289719628,Piroshki on Madison,47.60997767135052,-122.32333497159284,Snack Place
577,First Hill,47.610985841121476,-122.32776289719628,Mamnoon,47.614376,-122.32779,Middle Eastern Restaurant
578,First Hill,47.610985841121476,-122.32776289719628,Vito's,47.608195,-122.327409,Lounge
579,First Hill,47.610985841121476,-122.32776289719628,Starbucks Reserve Roastery,47.61404383,-122.328289,Coffee Shop
580,First Hill,47.610985841121476,-122.32776289719628,ACT Theatre,47.610763429582846,-122.33290463088242,Theater
581,First Hill,47.610985841121476,-122.32776289719628,Taylor Shellfish Farms,47.61459636333135,-122.32814922399783,Fish Market
582,First Hill,47.610985841121476,-122.32776289719628,Princi,47.61405332127554,-122.3281849037952,Bakery
583,First Hill,47.610985841121476,-122.32776289719628,The Paramount Club,47.613256037620694,-122.33149158981868,Theater
584,First Hill,47.610985841121476,-122.32776289719628,Homegrown,47.61475082601138,-122.32811456169942,Sandwich Place
585,First Hill,47.610985841121476,-122.32776289719628,Pho Saigon Asian Cuisine,47.609219334918166,-122.3256596399003,Asian Restaurant
586,First Hill,47.610985841121476,-122.32776289719628,Melrose Market,47.61476089297854,-122.32816190183883,Market
587,First Hill,47.610985841121476,-122.32776289719628,Dough Zone Dumpling House,47.613386,-122.332231,Dumpling Restaurant
588,First Hill,47.610985841121476,-122.32776289719628,Terra Plata,47.614410147302515,-122.32804928953357,New American Restaurant
589,First Hill,47.610985841121476,-122.32776289719628,8 Limbs Yoga,47.61428001441435,-122.32520767707061,Yoga Studio
590,First Hill,47.610985841121476,-122.32776289719628,MOD Pizza,47.60948993,-122.33264748,Pizza Place
591,First Hill,47.610985841121476,-122.32776289719628,Little Neon Taco,47.609412,-122.325594,Taco Place
592,First Hill,47.610985841121476,-122.32776289719628,Kaladi Brothers Coffee,47.61415161351147,-122.32456505977603,Coffee Shop
593,First Hill,47.610985841121476,-122.32776289719628,Salt & Straw,47.61415770404166,-122.3233996275977,Ice Cream Shop
594,First Hill,47.610985841121476,-122.32776289719628,The Cheesecake Factory,47.61162471567919,-122.33323382264989,American Restaurant
595,First Hill,47.610985841121476,-122.32776289719628,Honeyhole,47.61404473105211,-122.32319695290957,Sandwich Place
596,First Hill,47.610985841121476,-122.32776289719628,The Belmont,47.61419733669271,-122.32460267803704,Lounge
597,First Hill,47.610985841121476,-122.32776289719628,Li'l Woody's,47.61498803954763,-122.32827672049936,Burger Joint
598,First Hill,47.610985841121476,-122.32776289719628,Washington Athletic Club,47.60992444680146,-122.3333152559069,Gym
599,First Hill,47.610985841121476,-122.32776289719628,Sushi Kanpai,47.60744771413414,-122.32804463671569,Sushi Restaurant
600,First Hill,47.610985841121476,-122.32776289719628,Grand Hyatt Seattle,47.6125833544755,-122.33361801773215,Hotel
601,First Hill,47.610985841121476,-122.32776289719628,Ristorante Machiavelli,47.61509198679742,-122.32812479534523,Italian Restaurant
602,First Hill,47.610985841121476,-122.32776289719628,Voxx Coffee,47.60891863374855,-122.33250384355084,Café
603,First Hill,47.610985841121476,-122.32776289719628,Starbucks,47.60946278,-122.3241538,Coffee Shop
604,First Hill,47.610985841121476,-122.32776289719628,Starbucks,47.612236,-122.33378,Coffee Shop
605,First Hill,47.610985841121476,-122.32776289719628,Sugar Bakery + Cafe,47.60914869775373,-122.32578981414184,Bakery
606,First Hill,47.610985841121476,-122.32776289719628,The Carlile Room,47.613482101230616,-122.3323156314177,New American Restaurant
607,First Hill,47.610985841121476,-122.32776289719628,Babeland,47.6140983350239,-122.32296116524805,Adult Boutique
608,First Hill,47.610985841121476,-122.32776289719628,Tavolata Capitol Hill,47.61401850294299,-122.32536241568533,Italian Restaurant
609,First Hill,47.610985841121476,-122.32776289719628,Cortina,47.6103775379527,-122.33270676967307,Italian Restaurant
610,First Hill,47.610985841121476,-122.32776289719628,Italian Family Pizza,47.60934802201264,-122.32530159757381,Pizza Place
611,First Hill,47.610985841121476,-122.32776289719628,Potbelly Sandwich Shop,47.61020029913851,-122.32377954614697,Sandwich Place
612,First Hill,47.610985841121476,-122.32776289719628,Hotel Sorrento,47.60888467790363,-122.32675744411394,Hotel
613,First Hill,47.610985841121476,-122.32776289719628,Top Pot,47.6099716430694,-122.32374811098624,Donut Shop
614,First Hill,47.610985841121476,-122.32776289719628,The Paramount Hotel Seattle,47.61300726938738,-122.3334849247931,Hotel
615,First Hill,47.610985841121476,-122.32776289719628,Starbucks,47.610153,-122.33308,Coffee Shop
616,First Hill,47.610985841121476,-122.32776289719628,Kizuki Ramen & Izakaya,47.615384262997225,-122.32700589559937,Ramen Restaurant
617,First Hill,47.610985841121476,-122.32776289719628,Sheraton Seattle Hotel,47.6106897,-122.332891,Hotel
618,First Hill,47.610985841121476,-122.32776289719628,Fitness Center,47.61099392463011,-122.33359072760595,Gym
619,First Hill,47.610985841121476,-122.32776289719628,Caffe Ladro,47.613146290006355,-122.33297372346031,Coffee Shop
620,First Hill,47.610985841121476,-122.32776289719628,La Crêperie Voilà,47.6116024489089,-122.33301043510437,Creperie
621,First Hill,47.610985841121476,-122.32776289719628,Warby Parker,47.61520658457187,-122.32759952433382,Optical Shop
622,First Hill,47.610985841121476,-122.32776289719628,Plant Shop Capitol Hill,47.615103121191474,-122.32608358525236,Garden Center
623,First Hill,47.610985841121476,-122.32776289719628,R&M Dessert Bar,47.6141071133854,-122.3241212392582,Dessert Shop
624,First Hill,47.610985841121476,-122.32776289719628,Menya Musashi Niten Ichiryu,47.614402538831754,-122.32445575025088,Ramen Restaurant
625,First Hill,47.610985841121476,-122.32776289719628,Butter Home,47.61472129505146,-122.32814644615917,Furniture / Home Store
626,First Hill,47.610985841121476,-122.32776289719628,Cherry Street Coffee House,47.61526694549435,-122.32728781277115,Coffee Shop
627,First Hill,47.610985841121476,-122.32776289719628,Gamma Ray Games,47.615234813980095,-122.32618789134871,Toy / Game Store
628,First Hill,47.610985841121476,-122.32776289719628,Pressed Juicery,47.61502202283753,-122.32727218478385,Juice Bar
629,First Hill,47.610985841121476,-122.32776289719628,Meaty Johnson’s Bbq,47.61487,-122.328474,BBQ Joint
630,First Hill,47.610985841121476,-122.32776289719628,Gallery Cafè at The Frye,47.6070936774869,-122.32460106366774,Café
631,First Hill,47.610985841121476,-122.32776289719628,Dragonfish Asian Cafe,47.61301877616992,-122.33343700463142,Asian Restaurant
632,First Hill,47.610985841121476,-122.32776289719628,Dunbar Room at Hotel Sorrento,47.60895600310357,-122.32673531911813,Restaurant
